"Cob","CobLog","past.o","past","Lemma.Class","Lemma.Cob","Lemma.CobLog","present.o","present","ending.2","ending.3","regular","category","class","monosyl","moder"
14,0,"contrived","k@ntr2vd","V",111,0.78,"contrive","k@ntr2v","ed","","Y",NA,"regular",FALSE,NA
127,0.8451,"controlled","k@ntr5ld","V",1549,1.93,"control","k@ntr5l","ed","","Y",NA,"regular",FALSE,NA
6,0,"convened","k@nvind","V",44,0.3,"convene","k@nvin","ed","","Y",NA,"regular",FALSE,NA
6,0,"converged","k@nv3_d","V",104,0.78,"converge","k@nv3_","ed","","Y",NA,"regular",FALSE,NA
3,0,"conversed","k@nv3st","V",73,0.6,"converse","k@nv3s","ed","","Y",NA,"regular",FALSE,NA
68,0.6021,"converted","k@nv3tId","V",637,1.56,"convert","k@nv3t","ed","","Y",NA,"regular",FALSE,NA
24,0,"conveyed","k@nv1d","V",406,1.36,"convey","k@nv1","ed","","Y",NA,"regular",FALSE,NA
30,0.301,"convicted","k@nvIktId","V",179,1,"convict","k@nvIkt","ed","","Y",NA,"regular",FALSE,NA
43,0.301,"convinced","k@nvInst","V",548,1.49,"convince","k@nvIns","ed","","Y",NA,"regular",FALSE,NA
3,0,"convulsed","k@nvVlst","V",26,0,"convulse","k@nvVls","ed","","Y",NA,"regular",FALSE,NA
3,0,"cooed","kud","V",46,0.48,"coo","ku","ed","","Y",NA,"regular",TRUE,NA
92,0.699,"cooked","kUkt","V",1284,1.86,"cook","kUk","ed","","Y",NA,"regular",TRUE,NA
17,0,"cooled","kuld","V",461,1.42,"cool","kul","ed","","Y",NA,"regular",TRUE,NA
6,0,"cooperated","k5Qp@r1tId","V",202,1.04,"cooperate","k5Qp@r1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"copped","kQpt","V",17,0,"cop","kQp","ed","","Y",NA,"regular",TRUE,NA
7,0,"coped","k5pt","V",782,1.64,"cope","k5p","ed","","Y",NA,"regular",TRUE,NA
2,0,"copulated","kQpjUl1tId","V",39,0.3,"copulate","kQpjUl1t","ed","","Y",NA,"regular",FALSE,NA
23,0,"copied","kQpId","V",293,1.2,"copy","kQpI","ed","","Y",NA,"regular",FALSE,NA
2,0,"corded","k$dId","V",17,0,"cord","k$d","ed","","Y",NA,"regular",TRUE,NA
3,0,"corned","k$nd","V",31,0.3,"corn","k$n","ed","","Y",NA,"regular",TRUE,NA
9,0,"cornered","k$n@d","V",56,0.48,"corner","k$n@R","ed","","Y",NA,"regular",FALSE,NA
29,0.301,"corrected","k@rEktId","V",347,1.28,"correct","k@rEkt","ed","","Y",NA,"regular",FALSE,NA
7,0,"correlated","kQr@l1tId","V",56,0.48,"correlate","kQr@l1t","ed","","Y",NA,"regular",FALSE,NA
9,0,"corresponded","kQrIspQndId","V",188,1,"correspond","kQrIspQnd","ed","","Y",NA,"regular",FALSE,NA
5,0,"corroborated","k@rQb@r1tId","V",39,0.3,"corroborate","k@rQb@r1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"corroded","k@r5dId","V",30,0.3,"corrode","k@r5d","ed","","Y",NA,"regular",FALSE,NA
10,0,"corrugated","kQr@g1tId","V",50,0.48,"corrugate","kQr@g1t","ed","","Y",NA,"regular",FALSE,NA
11,0,"corrupted","k@rVptId","V",110,0.78,"corrupt","k@rVpt","ed","","Y",NA,"regular",FALSE,NA
3,0,"cosseted","kQsItId","V",24,0,"cosset","kQsIt","ed","","Y",NA,"regular",FALSE,NA
1,0,"costed","kQstId","V",985,1.74,"cost","kQst","ed","","Y","mono","regular",TRUE,NA
6,0,"couched","k6Jt","V",35,0.3,"couch","k6J","ed","","Y",NA,"regular",TRUE,NA
16,0,"coughed","kQft","V",223,1.08,"cough","kQf","ed","","Y",NA,"regular",TRUE,NA
4,0,"counselled","k6nsPd","V",99,0.78,"counsel","k6nsP","ed","","Y",NA,"regular",FALSE,NA
61,0.4771,"counted","k6ntId","V",1122,1.8,"count","k6nt","ed","","Y","mono","regular",TRUE,NA
1,0,"countenanced","k6nt@n@nst","V",30,0.3,"countenance","k6nt@n@ns","ed","","Y",NA,"regular",FALSE,NA
16,0,"countered","k6nt@d","V",209,1.08,"counter","k6nt@R","ed","","Y",NA,"regular",FALSE,NA
2,0,"counteracted","k6nt@r{ktId","V",87,0.7,"counteract","k6nt@r{kt","ed","","Y",NA,"regular",FALSE,NA
1,0,"counterattacked","k6nt@r@t{kt","V",13,0,"counterattack","k6nt@r@t{k","ed","","Y",NA,"regular",FALSE,NA
1,0,"counterbalanced","k6nt@b{l@nst","V",11,0,"counterbalance","k6nt@b{l@ns","ed","","Y",NA,"regular",FALSE,NA
25,0,"coupled","kVpPd","V",146,0.9,"couple","kVpP","ed","","Y",NA,"regular",FALSE,NA
3,0,"coursed","k$st","V",26,0,"course","k$s","ed","","Y",NA,"regular",TRUE,NA
5,0,"courted","k$tId","V",105,0.78,"court","k$t","ed","","Y","mono","regular",TRUE,NA
308,1.2304,"covered","kVv@d","V",3263,2.26,"cover","kVv@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"coveted","kVvItId","V",41,0.3,"covet","kVvIt","ed","","Y",NA,"regular",FALSE,NA
4,0,"cowed","k6d","V",29,0.3,"cow","k6","ed","","Y",NA,"regular",TRUE,NA
2,0,"cowered","k6@d","V",42,0.3,"cower","k6@R","ed","","Y",NA,"regular",FALSE,NA
22,0,"cracked","kr{kt","V",333,1.28,"crack","kr{k","ed","","Y",NA,"regular",TRUE,NA
9,0,"crackled","kr{kPd","V",98,0.7,"crackle","kr{kP","ed","","Y",NA,"regular",FALSE,NA
8,0,"cradled","kr1dPd","V",65,0.6,"cradle","kr1dP","ed","","Y",NA,"regular",FALSE,NA
2,0,"crafted","kr#ftId","V",12,0,"craft","kr#ft","ed","","Y","mono","regular",TRUE,NA
27,0.301,"crammed","kr{md","V",189,1.04,"cram","kr{m","ed","","Y",NA,"regular",TRUE,NA
3,0,"cramped","kr{mpt","V",39,0.3,"cramp","kr{mp","ed","","Y",NA,"regular",TRUE,NA
3,0,"craned","kr1nd","V",38,0.3,"crane","kr1n","ed","","Y",NA,"regular",TRUE,NA
2,0,"cranked","kr{Nkt","V",34,0.3,"crank","kr{Nk","ed","","Y",NA,"regular",TRUE,NA
1,0,"crapped","kr{pt","V",12,0,"crap","kr{p","ed","","Y",NA,"regular",TRUE,NA
30,0.301,"crashed","kr{St","V",335,1.28,"crash","kr{S","ed","","Y",NA,"regular",TRUE,NA
2,0,"crated","kr1tId","V",14,0,"crate","kr1t","ed","","Y","mono","regular",TRUE,NA
5,0,"craved","kr1vd","V",90,0.7,"crave","kr1v","ed","","Y",NA,"regular",TRUE,NA
31,0.301,"crawled","kr$ld","V",454,1.4,"crawl","kr$l","ed","","Y",NA,"regular",TRUE,NA
7,0,"crazed","kr1zd","V",35,0.3,"craze","kr1z","ed","","Y",NA,"regular",TRUE,NA
11,0,"creaked","krikt","V",145,0.9,"creak","krik","ed","","Y",NA,"regular",TRUE,"DROVE"
5,0,"creamed","krimd","V",70,0.6,"cream","krim","ed","","Y","vowelt","regular",TRUE,"KEPT"
13,0,"creased","krist","V",79,0.6,"crease","kris","ed","","Y",NA,"regular",TRUE,NA
227,1.1139,"created","kri1tId","V",2870,2.2,"create","kri1t","ed","","Y",NA,"regular",FALSE,NA
13,0,"credited","krEdItId","V",112,0.78,"credit","krEdIt","ed","","Y",NA,"regular",FALSE,NA
2,0,"cremated","krIm1tId","V",15,0,"cremate","krIm1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"crimped","krImpt","V",18,0,"crimp","krImp","ed","","Y",NA,"regular",TRUE,NA
2,0,"cringed","krIn_d","V",47,0.48,"cringe","krIn_","ed","","Y",NA,"regular",TRUE,NA
4,0,"crinkled","krINkPd","V",26,0,"crinkle","krINkP","ed","","Y",NA,"regular",FALSE,NA
23,0,"crippled","krIpPd","V",189,1.04,"cripple","krIpP","ed","","Y",NA,"regular",FALSE,NA
1,0,"crisscrossed","krIskrQst","V",10,0,"crisscross","krIskrQs","ed","","Y",NA,"regular",FALSE,NA
50,0.4771,"criticized","krItIs2zd","V",498,1.45,"criticize","krItIs2z","ed","","Y",NA,"regular",FALSE,NA
3,0,"croaked","kr5kt","V",40,0.3,"croak","kr5k","ed","","Y",NA,"regular",TRUE,NA
2,0,"crocheted","kr5S1d","V",23,0,"crochet","kr5S1","ed","","Y",NA,"regular",FALSE,NA
1,0,"crooked","krUkt","V",14,0,"crook","krUk","ed","","Y",NA,"regular",TRUE,NA
3,0,"crooned","krund","V",36,0.3,"croon","krun","ed","","Y",NA,"regular",TRUE,NA
15,0,"cropped","krQpt","V",136,0.9,"crop","krQp","ed","","Y",NA,"regular",TRUE,NA
155,0.9542,"crossed","krQst","V",1353,1.88,"cross","krQs","ed","","Y",NA,"regular",TRUE,NA
1,0,"cross-examined","krQsIgz{mInd","V",13,0,"cross-examine","krQsIgz{mIn","ed","","Y",NA,"regular",FALSE,NA
28,0.301,"crouched","kr6Jt","V",250,1.15,"crouch","kr6J","ed","","Y",NA,"regular",TRUE,NA
3,0,"crowed","kr5d","V",54,0.48,"crow","kr5","ed","","Y",NA,"regular",TRUE,NA
13,0,"crowded","kr6dId","V",135,0.9,"crowd","kr6d","ed","","Y",NA,"regular",TRUE,NA
15,0,"crowned","kr6nd","V",114,0.78,"crown","kr6n","ed","","Y",NA,"regular",TRUE,NA
7,0,"crucified","krusIf2d","V",62,0.48,"crucify","krusIf2","ed","","Y",NA,"regular",FALSE,NA
6,0,"cruised","kruzd","V",355,1.3,"cruise","kruz","ed","","Y",NA,"regular",TRUE,NA
10,0,"crumbled","krVmbPd","V",196,1.04,"crumble","krVmbP","ed","","Y",NA,"regular",FALSE,NA
30,0.301,"crumpled","krVmpPd","V",165,0.95,"crumple","krVmpP","ed","","Y",NA,"regular",FALSE,NA
6,0,"crunched","krVnJt","V",72,0.6,"crunch","krVnJ","ed","","Y",NA,"regular",TRUE,NA
43,0.301,"crushed","krVSt","V",372,1.32,"crush","krVS","ed","","Y",NA,"regular",TRUE,NA
173,1,"cried","kr2d","V",2158,2.08,"cry","kr2","ed","","Y",NA,"regular",TRUE,NA
9,0,"crystallized","krIst@l2zd","V",71,0.6,"crystallize","krIst@l2z","ed","","Y",NA,"regular",FALSE,NA
6,0,"cubed","kjubd","V",31,0.3,"cube","kjub","ed","","Y",NA,"regular",TRUE,NA
5,0,"cuddled","kVdPd","V",65,0.6,"cuddle","kVdP","ed","","Y",NA,"regular",FALSE,NA
5,0,"cuffed","kVft","V",41,0.3,"cuff","kVf","ed","","Y",NA,"regular",TRUE,NA
4,0,"culled","kVld","V",49,0.48,"cull","kVl","ed","","Y",NA,"regular",TRUE,NA
22,0,"cultivated","kVltIv1tId","V",251,1.15,"cultivate","kVltIv1t","ed","","Y",NA,"regular",FALSE,NA
10,0,"cupped","kVpt","V",71,0.6,"cup","kVp","ed","","Y",NA,"regular",TRUE,NA
4,0,"curbed","k3bd","V",95,0.7,"curb","k3b","ed","","Y",NA,"regular",TRUE,NA
3,0,"curdled","k3dPd","V",36,0.3,"curdle","k3dP","ed","","Y",NA,"regular",FALSE,NA
33,0.301,"cured","kj9d","V",383,1.32,"cure","kj9R","ed","","Y",NA,"regular",TRUE,NA
32,0.301,"curled","k3ld","V",273,1.18,"curl","k3l","ed","","Y","novowelt","regular",TRUE,"BURNT"
2,0,"curried","kVrId","V",11,0,"curry","kVrI","ed","","Y",NA,"regular",FALSE,NA
25,0,"cursed","k3st","V",273,1.18,"curse","k3s","ed","","Y",NA,"regular",TRUE,NA
7,0,"curtailed","k3t1ld","V",63,0.6,"curtail","k3t1l","ed","","Y",NA,"regular",FALSE,NA
5,0,"curtained","k3tHd","V",27,0.3,"curtain","k3tH","ed","","Y",NA,"regular",FALSE,NA
2,0,"curtsied","k3tsId","V",24,0,"curtsy","k3tsI","ed","","Y",NA,"regular",FALSE,NA
30,0.301,"curved","k3vd","V",222,1.08,"curve","k3v","ed","","Y",NA,"regular",TRUE,NA
3,0,"cushioned","kUSHd","V",43,0.3,"cushion","kUSH","ed","","Y",NA,"regular",FALSE,NA
4,0,"cycled","s2kPd","V",110,0.78,"cycle","s2kP","ed","","Y",NA,"regular",FALSE,NA
7,0,"dabbed","d{bd","V",81,0.7,"dab","d{b","ed","","Y",NA,"regular",TRUE,NA
5,0,"dabbled","d{bPd","V",43,0.3,"dabble","d{bP","ed","","Y",NA,"regular",FALSE,NA
1,0,"dallied","d{lId","V",29,0.3,"dally","d{lI","ed","","Y",NA,"regular",FALSE,NA
2,0,"dammed","d{md","V",19,0,"dam","d{m","ed","","Y",NA,"regular",TRUE,NA
59,0.4771,"damaged","d{mI_d","V",662,1.57,"damage","d{mI_","ed","","Y",NA,"regular",FALSE,NA
17,0,"damned","d{md","V",338,1.28,"damn","d{m","ed","","Y",NA,"regular",TRUE,NA
4,0,"damped","d{mpt","V",50,0.48,"damp","d{mp","ed","","Y",NA,"regular",TRUE,NA
3,0,"dampened","d{mp@nd","V",55,0.48,"dampen","d{mp@n","ed","","Y",NA,"regular",FALSE,NA
52,0.4771,"danced","d#nst","V",1177,1.82,"dance","d#ns","ed","","Y",NA,"regular",TRUE,NA
1,0,"dandled","d{ndPd","V",10,0,"dandle","d{ndP","ed","","Y",NA,"regular",FALSE,NA
9,0,"dangled","d{NgPd","V",175,1,"dangle","d{NgP","ed","","Y",NA,"regular",FALSE,NA
2,0,"dappled","d{pPd","V",18,0,"dapple","d{pP","ed","","Y",NA,"regular",FALSE,NA
56,0.4771,"dared","d8d","V",861,1.68,"dare","d8R","ed","","Y",NA,"regular",TRUE,NA
27,0.301,"darkened","d#k@nd","V",209,1.08,"darken","d#k@n","ed","","Y",NA,"regular",FALSE,NA
6,0,"darned","d#nd","V",44,0.3,"darn","d#n","ed","","Y",NA,"regular",TRUE,NA
13,0,"darted","d#tId","V",151,0.9,"dart","d#t","ed","","Y","mono","regular",TRUE,NA
24,0,"dashed","d{St","V",231,1.11,"dash","d{S","ed","","Y",NA,"regular",TRUE,NA
29,0.301,"dated","d1tId","V",442,1.4,"date","d1t","ed","","Y","mono","regular",TRUE,NA
1,0,"daubed","d$bd","V",14,0,"daub","d$b","ed","","Y",NA,"regular",TRUE,NA
3,0,"daunted","d$ntId","V",70,0.6,"daunt","d$nt","ed","","Y","mono","regular",TRUE,NA
2,0,"dawdled","d$dPd","V",42,0.3,"dawdle","d$dP","ed","","Y",NA,"regular",FALSE,NA
13,0,"dawned","d$nd","V",110,0.78,"dawn","d$n","ed","","Y",NA,"regular",TRUE,NA
1,0,"daydreamed","d1drimd","V",44,0.3,"daydream","d1drim","ed","","Y",NA,"regular",FALSE,NA
24,0,"dazed","d1zd","V",161,0.95,"daze","d1z","ed","","Y",NA,"regular",TRUE,NA
13,0,"dazzled","d{zPd","V",230,1.11,"dazzle","d{zP","ed","","Y",NA,"regular",FALSE,NA
3,0,"deadened","dEdHd","V",34,0.3,"deaden","dEdH","ed","","Y",NA,"regular",FALSE,NA
4,0,"deafened","dEfHd","V",78,0.6,"deafen","dEfH","ed","","Y",NA,"regular",FALSE,NA
1,0,"debarked","dIb#kt","V",10,0,"debark","dIb#k","ed","","Y",NA,"regular",FALSE,NA
5,0,"debased","dIb1st","V",43,0.3,"debase","dIb1s","ed","","Y",NA,"regular",FALSE,NA
18,0,"debated","dIb1tId","V",211,1.08,"debate","dIb1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"debauched","dIb$Jt","V",11,0,"debauch","dIb$J","ed","","Y",NA,"regular",FALSE,NA
1,0,"debilitated","dIbIlIt1tId","V",41,0.3,"debilitate","dIbIlIt1t","ed","","Y",NA,"regular",FALSE,NA
1,0,"debited","dEbItId","V",10,0,"debit","dEbIt","ed","","Y",NA,"regular",FALSE,NA
1,0,"decamped","dIk{mpt","V",10,0,"decamp","dIk{mp","ed","","Y",NA,"regular",FALSE,NA
1,0,"decanted","dIk{ntId","V",16,0,"decant","dIk{nt","ed","","Y",NA,"regular",FALSE,NA
3,0,"decapitated","dIk{pIt1tId","V",22,0,"decapitate","dIk{pIt1t","ed","","Y",NA,"regular",FALSE,NA
7,0,"decayed","dIk1d","V",155,0.95,"decay","dIk1","ed","","Y",NA,"regular",FALSE,NA
19,0,"deceived","dIsivd","V",237,1.11,"deceive","dIsiv","ed","","Y",NA,"regular",FALSE,NA
7,0,"decentralized","disEntr@l2zd","V",49,0.48,"decentralize","disEntr@l2z","ed","","Y",NA,"regular",FALSE,NA
579,1.5051,"decided","dIs2dId","V",4479,2.4,"decide","dIs2d","ed","","Y",NA,"regular",FALSE,NA
3,0,"decimated","dEsIm1tId","V",22,0,"decimate","dEsIm1t","ed","","Y",NA,"regular",FALSE,NA
2,0,"deciphered","dIs2f@d","V",51,0.48,"decipher","dIs2f@R","ed","","Y",NA,"regular",FALSE,NA
5,0,"decked","dEkt","V",33,0.3,"deck","dEk","ed","","Y",NA,"regular",TRUE,NA
1,0,"declaimed","dIkl1md","V",17,0,"declaim","dIkl1m","ed","","Y",NA,"regular",FALSE,NA
128,0.8451,"declared","dIkl8d","V",989,1.74,"declare","dIkl8R","ed","","Y",NA,"regular",FALSE,NA
55,0.4771,"declined","dIkl2nd","V",584,1.52,"decline","dIkl2n","ed","","Y",NA,"regular",FALSE,NA
2,0,"decoded","dik5dId","V",35,0.3,"decode","dik5d","ed","","Y",NA,"regular",FALSE,NA
1,0,"decolonized","dikQl@n2zd","V",12,0,"decolonize","dikQl@n2z","ed","","Y",NA,"regular",FALSE,NA
1,0,"decomposed","dik@mp5zd","V",20,0,"decompose","dik@mp5z","ed","","Y",NA,"regular",FALSE,NA
52,0.4771,"decorated","dEk@r1tId","V",359,1.3,"decorate","dEk@r1t","ed","","Y",NA,"regular",FALSE,NA
11,0,"decreased","dikrist","V",256,1.15,"decrease","dikris","ed","","Y",NA,"regular",FALSE,NA
11,0,"decreed","dIkrid","V",71,0.6,"decree","dIkri","ed","","Y",NA,"regular",FALSE,NA
1,0,"decried","dIkr2d","V",31,0.3,"decry","dIkr2","ed","","Y",NA,"regular",FALSE,NA
26,0,"dedicated","dEdIk1tId","V",181,1,"dedicate","dEdIk1t","ed","","Y",NA,"regular",FALSE,NA
9,0,"deduced","dIdjust","V",98,0.7,"deduce","dIdjus","ed","","Y",NA,"regular",FALSE,NA
6,0,"deducted","dIdVktId","V",61,0.48,"deduct","dIdVkt","ed","","Y",NA,"regular",FALSE,NA
15,0,"deemed","dimd","V",105,0.78,"deem","dim","ed","","Y","vowelt","regular",TRUE,"KEPT"
10,0,"deepened","dip@nd","V",137,0.9,"deepen","dip@n","ed","","Y",NA,"regular",FALSE,NA
2,0,"defaced","dIf1st","V",18,0,"deface","dIf1s","ed","","Y",NA,"regular",FALSE,NA
1,0,"defamed","dIf1md","V",11,0,"defame","dIf1m","ed","","Y",NA,"regular",FALSE,NA
1,0,"defaulted","dIf$ltId","V",15,0,"default","dIf$lt","ed","","Y",NA,"regular",FALSE,NA
59,0.4771,"defeated","dIfitId","V",465,1.42,"defeat","dIfit","ed","","Y",NA,"regular",FALSE,NA
1,0,"defecated","dEf@k1tId","V",18,0,"defecate","dEf@k1t","ed","","Y",NA,"regular",FALSE,NA
5,0,"defected","dIfEktId","V",38,0.3,"defect","dIfEkt","ed","","Y",NA,"regular",FALSE,NA
39,0.301,"defended","dIfEndId","V",839,1.67,"defend","dIfEnd","ed","","Y",NA,"regular",FALSE,NA
9,0,"deferred","dIf3d","V",82,0.7,"defer","dIf3R","ed","","Y",NA,"regular",FALSE,NA
4,0,"defiled","dIf2ld","V",42,0.3,"defile","dIf2l","ed","","Y",NA,"regular",FALSE,NA
100,0.7782,"defined","dIf2nd","V",990,1.74,"define","dIf2n","ed","","Y",NA,"regular",FALSE,NA
4,0,"deflated","dIfl1tId","V",39,0.3,"deflate","dIfl1t","ed","","Y",NA,"regular",FALSE,NA
8,0,"deflected","dIflEktId","V",82,0.7,"deflect","dIflEkt","ed","","Y",NA,"regular",FALSE,NA
2,0,"deformed","dIf$md","V",30,0.3,"deform","dIf$m","ed","","Y",NA,"regular",FALSE,NA
1,0,"defrauded","dIfr$dId","V",10,0,"defraud","dIfr$d","ed","","Y",NA,"regular",FALSE,NA
1,0,"defrosted","difrQstId","V",16,0,"defrost","difrQst","ed","","Y",NA,"regular",FALSE,NA
2,0,"defused","difjuzd","V",36,0.3,"defuse","difjuz","ed","","Y",NA,"regular",FALSE,NA
13,0,"defied","dIf2d","V",203,1.04,"defy","dIf2","ed","","Y",NA,"regular",FALSE,NA
6,0,"degenerated","dI_En@r1tId","V",53,0.48,"degenerate","dI_En@r1t","ed","","Y",NA,"regular",FALSE,NA
11,0,"degraded","dIgr1dId","V",139,0.9,"degrade","dIgr1d","ed","","Y",NA,"regular",FALSE,NA
3,0,"dehumanized","dihjum@n2zd","V",29,0.3,"dehumanize","dihjum@n2z","ed","","Y",NA,"regular",FALSE,NA
2,0,"dehydrated","dih2dr1tId","V",10,0,"dehydrate","dih2dr1t","ed","","Y",NA,"regular",FALSE,NA
1,0,"deigned","d1nd","V",23,0,"deign","d1n","ed","","Y",NA,"regular",TRUE,NA
43,0.301,"delayed","dIl1d","V",459,1.42,"delay","dIl1","ed","","Y",NA,"regular",FALSE,NA
5,0,"delegated","dElIg1tId","V",48,0.48,"delegate","dElIg1t","ed","","Y",NA,"regular",FALSE,NA
4,0,"deleted","dIlitId","V",37,0.3,"delete","dIlit","ed","","Y",NA,"regular",FALSE,NA
3,0,"deliberated","dIlIb@r1tId","V",40,0.3,"deliberate","dIlIb@r1t","ed","","Y",NA,"regular",FALSE,NA
105,0.7782,"delighted","dIl2tId","V",619,1.54,"delight","dIl2t","ed","","Y",NA,"regular",FALSE,NA
2,0,"delineated","dIlInI1tId","V",25,0,"delineate","dIlInI1t","ed","","Y",NA,"regular",FALSE,NA
82,0.699,"delivered","dIlIv@d","V",834,1.66,"deliver","dIlIv@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"deluded","dIludId","V",58,0.48,"delude","dIlud","ed","","Y",NA,"regular",FALSE,NA
2,0,"deluged","dElju_d","V",15,0,"deluge","dElju_","ed","","Y",NA,"regular",FALSE,NA
1,0,"delved","dElvd","V",28,0.3,"delve","dElv","ed","","Y",NA,"regular",TRUE,NA
126,0.8451,"demanded","dIm#ndId","V",1433,1.9,"demand","dIm#nd","ed","","Y",NA,"regular",FALSE,NA
2,0,"demeaned","dImind","V",32,0.3,"demean","dImin","ed","","Y",NA,"regular",FALSE,NA
19,0,"demolished","dImQlISt","V",133,0.85,"demolish","dImQlIS","ed","","Y",NA,"regular",FALSE,NA
65,0.6021,"demonstrated","dEm@nstr1tId","V",821,1.66,"demonstrate","dEm@nstr1t","ed","","Y",NA,"regular",FALSE,NA
7,0,"demoralized","dImQr@l2zd","V",65,0.6,"demoralize","dImQr@l2z","ed","","Y",NA,"regular",FALSE,NA
3,0,"demoted","dim5tId","V",23,0,"demote","dim5t","ed","","Y",NA,"regular",FALSE,NA
4,0,"demurred","dIm3d","V",29,0.3,"demur","dIm3R","ed","","Y",NA,"regular",FALSE,NA
2,0,"denigrated","dEnIgr1tId","V",38,0.3,"denigrate","dEnIgr1t","ed","","Y",NA,"regular",FALSE,NA
1,0,"denoted","dIn5tId","V",58,0.48,"denote","dIn5t","ed","","Y",NA,"regular",FALSE,NA
22,0,"denounced","dIn6nst","V",205,1.04,"denounce","dIn6ns","ed","","Y",NA,"regular",FALSE,NA
6,0,"dented","dEntId","V",34,0.3,"dent","dEnt","ed","","Y","mono","regular",TRUE,NA
3,0,"denuded","dInjudId","V",17,0,"denude","dInjud","ed","","Y",NA,"regular",FALSE,NA
98,0.699,"denied","dIn2d","V",1172,1.81,"deny","dIn2","ed","","Y",NA,"regular",FALSE,NA
33,0.301,"departed","dIp#tId","V",350,1.3,"depart","dIp#t","ed","","Y",NA,"regular",FALSE,NA
22,0,"depicted","dIpIktId","V",209,1.08,"depict","dIpIkt","ed","","Y",NA,"regular",FALSE,NA
10,0,"depleted","dIplitId","V",71,0.6,"deplete","dIplit","ed","","Y",NA,"regular",FALSE,NA
11,0,"deplored","dIpl$d","V",128,0.85,"deplore","dIpl$R","ed","","Y",NA,"regular",FALSE,NA
27,0.301,"deployed","dIpl4d","V",203,1.04,"deploy","dIpl4","ed","","Y",NA,"regular",FALSE,NA
2,0,"depopulated","dipQpjUl1tId","V",10,0,"depopulate","dipQpjUl1t","ed","","Y",NA,"regular",FALSE,NA
7,0,"deported","dIp$tId","V",56,0.48,"deport","dIp$t","ed","","Y",NA,"regular",FALSE,NA
3,0,"deposed","dIp5zd","V",21,0,"depose","dIp5z","ed","","Y",NA,"regular",FALSE,NA
19,0,"deposited","dIpQzItId","V",242,1.11,"deposit","dIpQzIt","ed","","Y",NA,"regular",FALSE,NA
7,0,"depraved","dIpr1vd","V",41,0.3,"deprave","dIpr1v","ed","","Y",NA,"regular",FALSE,NA
1,0,"depreciated","dIpriSI1tId","V",14,0,"depreciate","dIpriSI1t","ed","","Y",NA,"regular",FALSE,NA
14,0,"depressed","dIprEst","V",124,0.85,"depress","dIprEs","ed","","Y",NA,"regular",FALSE,NA
1,0,"derailed","dIr1ld","V",10,0,"derail","dIr1l","ed","","Y",NA,"regular",FALSE,NA
7,0,"deranged","dIr1n_d","V",43,0.3,"derange","dIr1n_","ed","","Y",NA,"regular",FALSE,NA
3,0,"derided","dIr2dId","V",25,0,"deride","dIr2d","ed","","Y",NA,"regular",FALSE,NA
34,0.301,"descended","dIsEndId","V",448,1.4,"descend","dIsEnd","ed","","Y",NA,"regular",FALSE,NA
341,1.2788,"described","dIskr2bd","V",2950,2.21,"describe","dIskr2b","ed","","Y",NA,"regular",FALSE,NA
3,0,"desecrated","dEsIkr1tId","V",23,0,"desecrate","dEsIkr1t","ed","","Y",NA,"regular",FALSE,NA
58,0.4771,"deserted","dIz3tId","V",336,1.28,"desert","dIz3t","ed","","Y",NA,"regular",FALSE,NA
27,0.301,"deserved","dIz3vd","V",475,1.42,"deserve","dIz3v","ed","","Y",NA,"regular",FALSE,NA
3,0,"desiccated","dEsIk1tId","V",16,0,"desiccate","dEsIk1t","ed","","Y",NA,"regular",FALSE,NA
247,1.1461,"designed","dIz2nd","V",1561,1.94,"design","dIz2n","ed","","Y",NA,"regular",FALSE,NA
21,0,"designated","dEzIgn1tId","V",129,0.85,"designate","dEzIgn1t","ed","","Y",NA,"regular",FALSE,NA
52,0.4771,"desired","dIz2@d","V",430,1.38,"desire","dIz2@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"desisted","dIzIstId","V",24,0,"desist","dIzIst","ed","","Y",NA,"regular",FALSE,NA
2,0,"desolated","dEs@l1tId","V",13,0,"desolate","dEs@l1t","ed","","Y",NA,"regular",FALSE,NA
5,0,"despaired","dIsp8d","V",70,0.6,"despair","dIsp8R","ed","","Y",NA,"regular",FALSE,NA
28,0.301,"despised","dIsp2zd","V",259,1.15,"despise","dIsp2z","ed","","Y",NA,"regular",FALSE,NA
1,0,"despoiled","dIsp4ld","V",11,0,"despoil","dIsp4l","ed","","Y",NA,"regular",FALSE,NA
6,0,"destined","dEstInd","V",30,0.3,"destine","dEstIn","ed","","Y",NA,"regular",FALSE,NA
158,0.9542,"destroyed","dIstr4d","V",1860,2.02,"destroy","dIstr4","ed","","Y",NA,"regular",FALSE,NA
12,0,"detached","dIt{Jt","V",99,0.78,"detach","dIt{J","ed","","Y",NA,"regular",FALSE,NA
11,0,"detailed","dit1ld","V",101,0.78,"detail","dit1l","ed","","Y",NA,"regular",FALSE,NA
11,0,"detained","dIt1nd","V",91,0.7,"detain","dIt1n","ed","","Y",NA,"regular",FALSE,NA
35,0.301,"detected","dItEktId","V",436,1.38,"detect","dItEkt","ed","","Y",NA,"regular",FALSE,NA
