"Cob","CobLog","past.o","past","Lemma.Class","Lemma.Cob","Lemma.CobLog","present.o","present","ending.2","ending.3","regular","category","class","monosyl","moder"
120,0.8451,"satisfied","s{tIsf2d","V",1016,1.76,"satisfy","s{tIsf2","ed","","Y",NA,"regular",FALSE,NA
12,0,"saturated","s{J@r1tId","V",73,0.6,"saturate","s{J@r1t","ed","","Y",NA,"regular",FALSE,NA
10,0,"sauntered","s$nt@d","V",68,0.6,"saunter","s$nt@R","ed","","Y",NA,"regular",FALSE,NA
2,0,"savaged","s{vI_d","V",19,0,"savage","s{vI_","ed","","Y",NA,"regular",FALSE,NA
131,0.8451,"saved","s1vd","V",2188,2.09,"save","s1v","ed","","Y",NA,"regular",TRUE,NA
6,0,"savoured","s1v@d","V",93,0.7,"savour","s1v@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"sawed","s$d","V",62,0.48,"saw","s$","ed","","Y",NA,"regular",TRUE,NA
2,0,"scabbed","sk{bd","V",12,0,"scab","sk{b","ed","","Y",NA,"regular",TRUE,NA
2,0,"scalded","sk$ldId","V",27,0.3,"scald","sk$ld","ed","","Y",NA,"regular",TRUE,NA
8,0,"scaled","sk1ld","V",63,0.6,"scale","sk1l","ed","","Y",NA,"regular",TRUE,NA
2,0,"scalloped","skQl@pt","V",11,0,"scallop","skQl@p","ed","","Y",NA,"regular",FALSE,NA
1,0,"scalped","sk{lpt","V",11,0,"scalp","sk{lp","ed","","Y",NA,"regular",TRUE,NA
4,0,"scampered","sk{mp@d","V",51,0.48,"scamper","sk{mp@R","ed","","Y",NA,"regular",FALSE,NA
8,0,"scanned","sk{nd","V",165,0.95,"scan","sk{n","ed","","Y",NA,"regular",TRUE,NA
6,0,"scandalized","sk{nd@l2zd","V",39,0.3,"scandalize","sk{nd@l2z","ed","","Y",NA,"regular",FALSE,NA
13,0,"scarred","sk#d","V",73,0.6,"scar","sk#R","ed","","Y",NA,"regular",TRUE,NA
9,0,"scared","sk8d","V",134,0.85,"scare","sk8R","ed","","Y",NA,"regular",TRUE,NA
39,0.301,"scattered","sk{t@d","V",309,1.23,"scatter","sk{t@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"scavenged","sk{vIn_d","V",35,0.3,"scavenge","sk{vIn_","ed","","Y",NA,"regular",FALSE,NA
15,0,"scented","sEntId","V",83,0.7,"scent","sEnt","ed","","Y","mono","regular",TRUE,NA
36,0.301,"scheduled","SEdjuld","V",196,1.04,"schedule","SEdjul","ed","","Y",NA,"regular",FALSE,NA
1,0,"schemed","skimd","V",23,0,"scheme","skim","ed","","Y","vowelt","regular",TRUE,"KEPT"
4,0,"schooled","skuld","V",23,0,"school","skul","ed","","Y",NA,"regular",TRUE,NA
6,0,"scoffed","skQft","V",58,0.48,"scoff","skQf","ed","","Y",NA,"regular",TRUE,NA
7,0,"scolded","sk5ldId","V",95,0.7,"scold","sk5ld","ed","","Y",NA,"regular",TRUE,NA
11,0,"scooped","skupt","V",124,0.85,"scoop","skup","ed","","Y",NA,"regular",TRUE,NA
2,0,"scooted","skutId","V",23,0,"scoot","skut","ed","","Y","mono","regular",TRUE,NA
9,0,"scorched","sk$Jt","V",61,0.48,"scorch","sk$J","ed","","Y",NA,"regular",TRUE,NA
46,0.4771,"scored","sk$d","V",417,1.36,"score","sk$R","ed","","Y",NA,"regular",TRUE,NA
7,0,"scorned","sk$nd","V",71,0.6,"scorn","sk$n","ed","","Y",NA,"regular",TRUE,NA
1,0,"scotched","skQJt","V",13,0,"scotch","skQJ","ed","","Y",NA,"regular",TRUE,NA
7,0,"scoured","sk6@d","V",83,0.7,"scour","sk6@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"scourged","sk3_d","V",13,0,"scourge","sk3_","ed","","Y",NA,"regular",TRUE,NA
9,0,"scowled","sk6ld","V",98,0.7,"scowl","sk6l","ed","","Y",NA,"regular",TRUE,NA
4,0,"scrabbled","skr{bPd","V",53,0.48,"scrabble","skr{bP","ed","","Y",NA,"regular",FALSE,NA
32,0.301,"scrambled","skr{mbPd","V",263,1.18,"scramble","skr{mbP","ed","","Y",NA,"regular",FALSE,NA
6,0,"scrapped","skr{pt","V",63,0.6,"scrap","skr{p","ed","","Y",NA,"regular",TRUE,NA
16,0,"scraped","skr1pt","V",222,1.08,"scrape","skr1p","ed","","Y",NA,"regular",TRUE,NA
37,0.301,"scratched","skr{Jt","V",429,1.38,"scratch","skr{J","ed","","Y",NA,"regular",TRUE,NA
8,0,"scrawled","skr$ld","V",47,0.48,"scrawl","skr$l","ed","","Y",NA,"regular",TRUE,NA
63,0.6021,"screamed","skrimd","V",868,1.68,"scream","skrim","ed","","Y","vowelt","regular",TRUE,"KEPT"
8,0,"screeched","skriJt","V",96,0.7,"screech","skriJ","ed","","Y",NA,"regular",TRUE,NA
11,0,"screened","skrind","V",149,0.9,"screen","skrin","ed","","Y","vowelt","regular",TRUE,"KEPT"
27,0.301,"screwed","skrud","V",316,1.26,"screw","skru","ed","","Y",NA,"regular",TRUE,NA
14,0,"scribbled","skrIbPd","V",121,0.85,"scribble","skrIbP","ed","","Y",NA,"regular",FALSE,NA
4,0,"scribed","skr2bd","V",21,0,"scribe","skr2b","ed","","Y",NA,"regular",TRUE,NA
1,0,"scrounged","skr6n_d","V",25,0,"scrounge","skr6n_","ed","","Y",NA,"regular",TRUE,NA
16,0,"scrubbed","skrVbd","V",188,1,"scrub","skrVb","ed","","Y",NA,"regular",TRUE,NA
1,0,"scrunched","skrVnJt","V",14,0,"scrunch","skrVnJ","ed","","Y",NA,"regular",TRUE,NA
7,0,"scrutinized","skrutIn2zd","V",69,0.6,"scrutinize","skrutIn2z","ed","","Y",NA,"regular",FALSE,NA
1,0,"scudded","skVdId","V",25,0,"scud","skVd","ed","","Y",NA,"regular",TRUE,NA
4,0,"scuffed","skVft","V",36,0.3,"scuff","skVf","ed","","Y",NA,"regular",TRUE,NA
2,0,"scuffled","skVfPd","V",29,0.3,"scuffle","skVfP","ed","","Y",NA,"regular",FALSE,NA
3,0,"sculpted","skVlptId","V",21,0,"sculpt","skVlpt","ed","","Y","mono","regular",TRUE,NA
4,0,"sculptured","skVlpJ@d","V",20,0,"sculpture","skVlpJ@R","ed","","Y",NA,"regular",FALSE,NA
7,0,"scurried","skVrId","V",87,0.7,"scurry","skVrI","ed","","Y",NA,"regular",FALSE,NA
5,0,"scuttled","skVtPd","V",67,0.6,"scuttle","skVtP","ed","","Y",NA,"regular",FALSE,NA
1,0,"scythed","s2Dd","V",15,0,"scythe","s2D","ed","","Y",NA,"regular",TRUE,NA
49,0.4771,"sealed","sild","V",324,1.26,"seal","sil","ed","","Y","vowelt","regular",TRUE,"KEPT"
4,0,"seamed","simd","V",26,0,"seam","sim","ed","","Y","vowelt","regular",TRUE,"KEPT"
2,0,"seared","s7d","V",33,0.3,"sear","s7R","ed","","Y",NA,"regular",TRUE,NA
55,0.4771,"searched","s3Jt","V",810,1.65,"search","s3J","ed","","Y",NA,"regular",TRUE,NA
11,0,"seasoned","sizHd","V",154,0.95,"season","sizH","ed","","Y",NA,"regular",FALSE,NA
63,0.6021,"seated","sitId","V",336,1.28,"seat","sit","ed","","Y","ove","regular",TRUE,"DROVE"
2,0,"seconded","sIkQndId","V",10,0,"second","sIkQnd","ed","","Y",NA,"regular",FALSE,NA
3,0,"seconded","sEk@ndId","V",15,0,"second","sEk@nd","ed","","Y",NA,"regular",FALSE,NA
5,0,"secreted","sIkritId","V",57,0.48,"secrete","sIkrit","ed","","Y",NA,"regular",FALSE,NA
41,0.301,"secured","sIkj9d","V",579,1.51,"secure","sIkj9R","ed","","Y",NA,"regular",FALSE,NA
15,0,"seduced","sIdjust","V",151,0.9,"seduce","sIdjus","ed","","Y",NA,"regular",FALSE,NA
2,0,"seeded","sidId","V",25,0,"seed","sid","ed","","Y","ove","regular",TRUE,"DROVE"
1492,1.9191,"seemed","simd","V",15911,2.95,"seem","sim","ed","","Y","vowelt","regular",TRUE,"KEPT"
5,0,"seeped","sipt","V",85,0.7,"seep","sip","ed","","Y","vowelt","regular",TRUE,"KEPT"
6,0,"seethed","siDd","V",86,0.7,"seethe","siD","ed","","Y",NA,"regular",TRUE,NA
6,0,"segmented","sEgmEntId","V",36,0.3,"segment","sEgmEnt","ed","","Y",NA,"regular",FALSE,NA
5,0,"segregated","sEgrIg1tId","V",38,0.3,"segregate","sEgrIg1t","ed","","Y",NA,"regular",FALSE,NA
65,0.6021,"seized","sizd","V",579,1.51,"seize","siz","ed","","Y",NA,"regular",TRUE,"DROVE"
87,0.699,"selected","sIlEktId","V",778,1.63,"select","sIlEkt","ed","","Y",NA,"regular",FALSE,NA
54,0.4771,"sensed","sEnst","V",706,1.59,"sense","sEns","ed","","Y",NA,"regular",TRUE,NA
2,0,"sensitized","sEnsIt2zd","V",15,0,"sensitize","sEnsIt2z","ed","","Y",NA,"regular",FALSE,NA
24,0,"sentenced","sEnt@nst","V",185,1,"sentence","sEnt@ns","ed","","Y",NA,"regular",FALSE,NA
1,0,"sentimentalized","sEntImEntP2zd","V",16,0,"sentimentalize","sEntImEntP2z","ed","","Y",NA,"regular",FALSE,NA
96,0.699,"separated","sEp@r1tId","V",904,1.7,"separate","sEp@r1t","ed","","Y",NA,"regular",FALSE,NA
1,0,"serenaded","sEr@n1dId","V",11,0,"serenade","sEr@n1d","ed","","Y",NA,"regular",FALSE,NA
191,1.0414,"served","s3vd","V",2669,2.17,"serve","s3v","ed","","Y",NA,"regular",TRUE,NA
5,0,"serviced","s3vIst","V",64,0.6,"service","s3vIs","ed","","Y",NA,"regular",FALSE,NA
140,0.9031,"settled","sEtPd","V",1428,1.9,"settle","sEtP","ed","","Y",NA,"regular",FALSE,NA
15,0,"severed","sEv@d","V",129,0.85,"sever","sEv@R","ed","","Y",NA,"regular",FALSE,NA
5,0,"sewed","s5d","V",201,1.04,"sew","s5","ed","","Y",NA,"regular",TRUE,NA
7,0,"shackled","S{kPd","V",42,0.3,"shackle","S{kP","ed","","Y",NA,"regular",FALSE,NA
13,0,"shaded","S1dId","V",108,0.78,"shade","S1d","ed","","Y",NA,"regular",TRUE,NA
8,0,"shadowed","S{d5d","V",60,0.48,"shadow","S{d5","ed","","Y",NA,"regular",FALSE,NA
2,0,"shambled","S{mbPd","V",32,0.3,"shamble","S{mbP","ed","","Y",NA,"regular",FALSE,NA
4,0,"shamed","S1md","V",40,0.3,"shame","S1m","ed","","Y",NA,"regular",TRUE,NA
1,0,"shanghaied","S{Nh2d","V",45,0.48,"shanghai","S{Nh2","ed","","Y",NA,"regular",FALSE,NA
23,0,"shaped","S1pt","V",304,1.23,"shape","S1p","ed","","Y",NA,"regular",TRUE,NA
170,0.9542,"shared","S8d","V",2137,2.08,"share","S8R","ed","","Y",NA,"regular",TRUE,NA
16,0,"sharpened","S#p@nd","V",156,0.95,"sharpen","S#p@n","ed","","Y",NA,"regular",FALSE,NA
45,0.4771,"shattered","S{t@d","V",350,1.3,"shatter","S{t@R","ed","","Y",NA,"regular",FALSE,NA
22,0,"shaved","S1vd","V",249,1.15,"shave","S1v","ed","","Y",NA,"regular",TRUE,NA
3,0,"sheared","S7d","V",71,0.6,"shear","S7R","ed","","Y",NA,"regular",TRUE,NA
3,0,"sheathed","SiDd","V",17,0,"sheathe","SiD","ed","","Y",NA,"regular",TRUE,NA
4,0,"shelled","SEld","V",71,0.6,"shell","SEl","ed","","Y","novowelt","regular",TRUE,"BURNT"
9,0,"sheltered","SElt@d","V",153,0.95,"shelter","SElt@R","ed","","Y",NA,"regular",FALSE,NA
11,0,"shelved","SElvd","V",76,0.6,"shelve","SElv","ed","","Y",NA,"regular",TRUE,NA
2,0,"shepherded","SEp@dId","V",25,0,"shepherd","SEp@d","ed","","Y",NA,"regular",FALSE,NA
8,0,"shielded","SildId","V",112,0.78,"shield","Sild","ed","","Y",NA,"regular",TRUE,NA
58,0.4771,"shifted","SIftId","V",816,1.65,"shift","SIft","ed","","Y","mono","regular",TRUE,NA
5,0,"shimmered","SIm@d","V",116,0.78,"shimmer","SIm@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"shined","S2nd","V",28,0.3,"shine","S2n","ed","","Y","ove","regular",TRUE,"DROVE"
13,0,"shipped","SIpt","V",83,0.7,"ship","SIp","ed","","Y",NA,"regular",TRUE,NA
3,0,"shipwrecked","SIprEkt","V",15,0,"shipwreck","SIprEk","ed","","Y",NA,"regular",FALSE,NA
2,0,"shirked","S3kt","V",18,0,"shirk","S3k","ed","","Y",NA,"regular",TRUE,NA
23,0,"shivered","SIv@d","V",310,1.23,"shiver","SIv@R","ed","","Y",NA,"regular",FALSE,NA
103,0.7782,"shocked","SQkt","V",562,1.49,"shock","SQk","ed","","Y",NA,"regular",TRUE,NA
2,0,"shooed","Sud","V",21,0,"shoo","Su","ed","","Y",NA,"regular",TRUE,NA
4,0,"shopped","SQpt","V",146,0.9,"shop","SQp","ed","","Y",NA,"regular",TRUE,NA
2,0,"shored","S$d","V",21,0,"shore","S$R","ed","","Y",NA,"regular",TRUE,NA
1,0,"short-circuited","S$ts3kItId","V",11,0,"short-circuit","S$ts3kIt","ed","","Y",NA,"regular",FALSE,NA
2,0,"short-listed","S$tlIstId","V",10,0,"short-list","S$tlIst","ed","","Y",NA,"regular",FALSE,NA
10,0,"shortened","S$tHd","V",142,0.9,"shorten","S$tH","ed","","Y",NA,"regular",FALSE,NA
4,0,"shouldered","S5ld@d","V",52,0.48,"shoulder","S5ld@R","ed","","Y",NA,"regular",FALSE,NA
166,0.9542,"shouted","S6tId","V",1504,1.92,"shout","S6t","ed","","Y","mono","regular",TRUE,NA
22,0,"shoved","SVvd","V",215,1.08,"shove","SVv","ed","","Y",NA,"regular",TRUE,NA
3,0,"shovelled","SVvPd","V",47,0.48,"shovel","SVvP","ed","","Y",NA,"regular",FALSE,NA
369,1.3222,"showed","S5d","V",8395,2.67,"show","S5","ed","","Y",NA,"regular",TRUE,NA
10,0,"showered","S6@d","V",100,0.78,"shower","S6@R","ed","","Y",NA,"regular",FALSE,NA
8,0,"shredded","SrEdId","V",63,0.6,"shred","SrEd","ed","","Y",NA,"regular",TRUE,NA
20,0,"shrieked","Srikt","V",208,1.08,"shriek","Srik","ed","","Y",NA,"regular",TRUE,"DROVE"
3,0,"shrilled","SrIld","V",24,0,"shrill","SrIl","ed","","Y","novowelt","regular",TRUE,"BURNT"
11,0,"shrivelled","SrIvPd","V",76,0.6,"shrivel","SrIvP","ed","","Y",NA,"regular",FALSE,NA
11,0,"shrouded","Sr6dId","V",78,0.6,"shroud","Sr6d","ed","","Y",NA,"regular",TRUE,NA
76,0.6021,"shrugged","SrVgd","V",444,1.4,"shrug","SrVg","ed","","Y",NA,"regular",TRUE,NA
23,0,"shuddered","SVd@d","V",231,1.11,"shudder","SVd@R","ed","","Y",NA,"regular",FALSE,NA
17,0,"shuffled","SVfPd","V",211,1.08,"shuffle","SVfP","ed","","Y",NA,"regular",FALSE,NA
6,0,"shunned","SVnd","V",57,0.48,"shun","SVn","ed","","Y",NA,"regular",TRUE,NA
5,0,"shunted","SVntId","V",42,0.3,"shunt","SVnt","ed","","Y","mono","regular",TRUE,NA
1,0,"shushed","SUSt","V",25,0,"shush","SUS","ed","","Y",NA,"regular",TRUE,NA
8,0,"shuttered","SVt@d","V",40,0.3,"shutter","SVt@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"shuttled","SVtPd","V",19,0,"shuttle","SVtP","ed","","Y",NA,"regular",FALSE,NA
3,0,"shied","S2d","V",34,0.3,"shy","S2","ed","","Y",NA,"regular",TRUE,NA
6,0,"sickened","sIk@nd","V",45,0.48,"sicken","sIk@n","ed","","Y",NA,"regular",FALSE,NA
5,0,"sided","s2dId","V",28,0.3,"side","s2d","ed","","Y","ove","regular",TRUE,"DROVE"
1,0,"sidestepped","s2dstEpt","V",19,0,"sidestep","s2dstEp","ed","","Y",NA,"regular",FALSE,NA
2,0,"sidetracked","s2dtr{kt","V",20,0,"sidetrack","s2dtr{k","ed","","Y",NA,"regular",FALSE,NA
3,0,"sidled","s2dPd","V",39,0.3,"sidle","s2dP","ed","","Y",NA,"regular",FALSE,NA
2,0,"sieved","sIvd","V",18,0,"sieve","sIv","ed","","Y",NA,"regular",TRUE,NA
4,0,"sifted","sIftId","V",71,0.6,"sift","sIft","ed","","Y","mono","regular",TRUE,NA
90,0.699,"sighed","s2d","V",546,1.48,"sigh","s2","ed","","Y",NA,"regular",TRUE,NA
7,0,"sighted","s2tId","V",50,0.48,"sight","s2t","ed","","Y","ove","regular",TRUE,"DROVE"
99,0.7782,"signed","s2nd","V",877,1.69,"sign","s2n","ed","","Y","ove","regular",TRUE,"DROVE"
23,0,"signalled","sIgnPd","V",243,1.15,"signal","sIgnP","ed","","Y",NA,"regular",FALSE,NA
7,0,"signified","sIgnIf2d","V",164,0.95,"signify","sIgnIf2","ed","","Y",NA,"regular",FALSE,NA
1,0,"signposted","s2np5stId","V",12,0,"signpost","s2np5st","ed","","Y",NA,"regular",FALSE,NA
13,0,"silenced","s2l@nst","V",141,0.9,"silence","s2l@ns","ed","","Y",NA,"regular",FALSE,NA
6,0,"silhouetted","sIluEtId","V",31,0.3,"silhouette","sIluEt","ed","","Y",NA,"regular",FALSE,NA
3,0,"silvered","sIlv@d","V",21,0,"silver","sIlv@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"simmered","sIm@d","V",157,0.95,"simmer","sIm@R","ed","","Y",NA,"regular",FALSE,NA
12,0,"simplified","sImplIf2d","V",128,0.85,"simplify","sImplIf2","ed","","Y",NA,"regular",FALSE,NA
4,0,"simulated","sImjUl1tId","V",86,0.7,"simulate","sImjUl1t","ed","","Y",NA,"regular",FALSE,NA
6,0,"sinned","sInd","V",61,0.48,"sin","sIn","ed","","Y","novowelt","regular",TRUE,"BURNT"
2,0,"singed","sIn_d","V",18,0,"singe","sIn_","ed","","Y",NA,"regular",TRUE,NA
35,0.301,"sipped","sIpt","V",294,1.2,"sip","sIp","ed","","Y",NA,"regular",TRUE,NA
2,0,"siphoned","s2fHd","V",27,0.3,"siphon","s2fH","ed","","Y",NA,"regular",FALSE,NA
11,0,"sited","s2tId","V",73,0.6,"site","s2t","ed","","Y","ove","regular",TRUE,"DROVE"
8,0,"sized","s2zd","V",50,0.48,"size","s2z","ed","","Y",NA,"regular",TRUE,"DROVE"
2,0,"sizzled","sIzPd","V",42,0.3,"sizzle","sIzP","ed","","Y",NA,"regular",FALSE,NA
2,0,"skated","sk1tId","V",48,0.48,"skate","sk1t","ed","","Y","mono","regular",TRUE,NA
11,0,"sketched","skEJt","V",109,0.78,"sketch","skEJ","ed","","Y",NA,"regular",TRUE,NA
2,0,"skewered","skju@d","V",12,0,"skewer","skju@R","ed","","Y",NA,"regular",FALSE,NA
5,0,"skidded","skIdId","V",59,0.48,"skid","skId","ed","","Y",NA,"regular",TRUE,NA
11,0,"skimmed","skImd","V",137,0.9,"skim","skIm","ed","","Y","ablaut","regular",TRUE,"SANG"
2,0,"skimped","skImpt","V",19,0,"skimp","skImp","ed","","Y",NA,"regular",TRUE,NA
8,0,"skinned","skInd","V",57,0.48,"skin","skIn","ed","","Y","novowelt","regular",TRUE,"BURNT"
10,0,"skipped","skIpt","V",168,0.95,"skip","skIp","ed","","Y",NA,"regular",TRUE,NA
1,0,"skirmished","sk3mISt","V",13,0,"skirmish","sk3mIS","ed","","Y",NA,"regular",FALSE,NA
7,0,"skirted","sk3tId","V",86,0.7,"skirt","sk3t","ed","","Y","mono","regular",TRUE,NA
2,0,"skittered","skIt@d","V",27,0.3,"skitter","skIt@R","ed","","Y",NA,"regular",FALSE,NA
2,0,"skulked","skVlkt","V",27,0.3,"skulk","skVlk","ed","","Y",NA,"regular",TRUE,NA
4,0,"skied","sk2d","V",23,0,"sky","sk2","ed","","Y",NA,"regular",TRUE,NA
6,0,"slackened","sl{k@nd","V",71,0.6,"slacken","sl{k@n","ed","","Y",NA,"regular",FALSE,NA
1,0,"slaked","sl1kt","V",12,0,"slake","sl1k","ed","","Y",NA,"regular",TRUE,NA
35,0.301,"slammed","sl{md","V",273,1.18,"slam","sl{m","ed","","Y",NA,"regular",TRUE,NA
1,0,"slandered","sl#nd@d","V",12,0,"slander","sl#nd@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"slanted","sl#ntId","V",50,0.48,"slant","sl#nt","ed","","Y","mono","regular",TRUE,NA
31,0.301,"slapped","sl{pt","V",295,1.2,"slap","sl{p","ed","","Y",NA,"regular",TRUE,NA
12,0,"slashed","sl{St","V",113,0.78,"slash","sl{S","ed","","Y",NA,"regular",TRUE,NA
2,0,"slated","sl1tId","V",11,0,"slate","sl1t","ed","","Y","mono","regular",TRUE,NA
16,0,"slaughtered","sl$t@d","V",126,0.85,"slaughter","sl$t@R","ed","","Y",NA,"regular",FALSE,NA
3,0,"slaved","sl1vd","V",31,0.3,"slave","sl1v","ed","","Y",NA,"regular",TRUE,NA
3,0,"slewed","slud","V",19,0,"slew","slu","ed","","Y",NA,"regular",TRUE,NA
25,0,"sliced","sl2st","V",209,1.08,"slice","sl2s","ed","","Y",NA,"regular",TRUE,NA
2,0,"slighted","sl2tId","V",11,0,"slight","sl2t","ed","","Y","ove","regular",TRUE,"DROVE"
1,0,"slimmed","slImd","V",15,0,"slim","slIm","ed","","Y","ablaut","regular",TRUE,"SANG"
107,0.7782,"slipped","slIpt","V",1100,1.79,"slip","slIp","ed","","Y",NA,"regular",TRUE,NA
9,0,"slithered","slID@d","V",96,0.7,"slither","slID@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"slobbered","slQb@d","V",18,0,"slobber","slQb@R","ed","","Y",NA,"regular",FALSE,NA
1,0,"slogged","slQgd","V",22,0,"slog","slQg","ed","","Y",NA,"regular",TRUE,NA
3,0,"slopped","slQpt","V",50,0.48,"slop","slQp","ed","","Y",NA,"regular",TRUE,NA
5,0,"sloped","sl5pt","V",143,0.9,"slope","sl5p","ed","","Y",NA,"regular",TRUE,NA
3,0,"sloshed","slQSt","V",36,0.3,"slosh","slQS","ed","","Y",NA,"regular",TRUE,NA
5,0,"slotted","slQtId","V",42,0.3,"slot","slQt","ed","","Y","mono","regular",TRUE,NA
5,0,"slouched","sl6Jt","V",36,0.3,"slouch","sl6J","ed","","Y",NA,"regular",TRUE,NA
34,0.301,"slowed","sl5d","V",613,1.53,"slow","sl5","ed","","Y",NA,"regular",TRUE,NA
1,0,"slugged","slVgd","V",12,0,"slug","slVg","ed","","Y",NA,"regular",TRUE,NA
1,0,"slumbered","slVmb@d","V",32,0.3,"slumber","slVmb@R","ed","","Y",NA,"regular",FALSE,NA
20,0,"slumped","slVmpt","V",127,0.85,"slump","slVmp","ed","","Y",NA,"regular",TRUE,NA
5,0,"slurred","sl3d","V",34,0.3,"slur","sl3R","ed","","Y",NA,"regular",TRUE,NA
2,0,"slurped","sl3pt","V",16,0,"slurp","sl3p","ed","","Y",NA,"regular",TRUE,NA
11,0,"smacked","sm{kt","V",107,0.78,"smack","sm{k","ed","","Y",NA,"regular",TRUE,NA
1,0,"smarted","sm#tId","V",30,0.3,"smart","sm#t","ed","","Y","mono","regular",TRUE,NA
46,0.4771,"smashed","sm{St","V",436,1.38,"smash","sm{S","ed","","Y",NA,"regular",TRUE,NA
14,0,"smeared","sm7d","V",112,0.78,"smear","sm7R","ed","","Y",NA,"regular",TRUE,NA
45,0.4771,"smelled","smEld","V",850,1.67,"smell","smEl","ed","","Y","novowelt","regular",TRUE,"BURNT"
1,0,"smelted","smEltId","V",22,0,"smelt","smElt","ed","","Y","mono","regular",TRUE,NA
328,1.2553,"smiled","sm2ld","V",2892,2.21,"smile","sm2l","ed","","Y",NA,"regular",TRUE,"DROVE"
2,0,"smirked","sm3kt","V",39,0.3,"smirk","sm3k","ed","","Y",NA,"regular",TRUE,NA
50,0.4771,"smoked","sm5kt","V",796,1.64,"smoke","sm5k","ed","","Y",NA,"regular",TRUE,NA
15,0,"smoothed","smuDd","V",198,1.04,"smooth","smuD","ed","","Y",NA,"regular",TRUE,NA
12,0,"smothered","smVD@d","V",120,0.85,"smother","smVD@R","ed","","Y",NA,"regular",FALSE,NA
2,0,"smouldered","sm5ld@d","V",66,0.6,"smoulder","sm5ld@R","ed","","Y",NA,"regular",FALSE,NA
5,0,"smudged","smV_d","V",34,0.3,"smudge","smV_","ed","","Y",NA,"regular",TRUE,NA
9,0,"smuggled","smVgPd","V",102,0.78,"smuggle","smVgP","ed","","Y",NA,"regular",FALSE,NA
2,0,"snagged","sn{gd","V",15,0,"snag","sn{g","ed","","Y",NA,"regular",TRUE,NA
3,0,"snaked","sn1kt","V",42,0.3,"snake","sn1k","ed","","Y",NA,"regular",TRUE,NA
61,0.4771,"snapped","sn{pt","V",506,1.45,"snap","sn{p","ed","","Y",NA,"regular",TRUE,NA
2,0,"snared","sn8d","V",19,0,"snare","sn8R","ed","","Y",NA,"regular",TRUE,NA
12,0,"snarled","sn#ld","V",118,0.85,"snarl","sn#l","ed","","Y",NA,"regular",TRUE,NA
34,0.301,"snatched","sn{Jt","V",306,1.23,"snatch","sn{J","ed","","Y",NA,"regular",TRUE,NA
7,0,"sneaked","snikt","V",109,0.78,"sneak","snik","ed","","Y",NA,"regular",TRUE,"DROVE"
7,0,"sneered","sn7d","V",88,0.7,"sneer","sn7R","ed","","Y",NA,"regular",TRUE,NA
5,0,"sneezed","snizd","V",58,0.48,"sneeze","sniz","ed","","Y",NA,"regular",TRUE,"DROVE"
2,0,"snickered","snIk@d","V",16,0,"snicker","snIk@R","ed","","Y",NA,"regular",FALSE,NA
22,0,"sniffed","snIft","V",229,1.11,"sniff","snIf","ed","","Y",NA,"regular",TRUE,NA
1,0,"sniffled","snIf@ld","V",11,0,"sniffle","snIf@l","ed","","Y",NA,"regular",FALSE,NA
4,0,"sniggered","snIg@d","V",43,0.3,"snigger","snIg@R","ed","","Y",NA,"regular",FALSE,NA
2,0,"snipped","snIpt","V",33,0.3,"snip","snIp","ed","","Y",NA,"regular",TRUE,NA
1,0,"snoozed","snuzd","V",14,0,"snooze","snuz","ed","","Y",NA,"regular",TRUE,NA
2,0,"snored","sn$d","V",69,0.6,"snore","sn$R","ed","","Y",NA,"regular",TRUE,NA
10,0,"snorted","sn$tId","V",86,0.7,"snort","sn$t","ed","","Y","mono","regular",TRUE,NA
3,0,"snowed","sn5d","V",74,0.6,"snow","sn5","ed","","Y",NA,"regular",TRUE,NA
1,0,"snowballed","sn5b$ld","V",15,0,"snowball","sn5b$l","ed","","Y",NA,"regular",FALSE,NA
4,0,"snubbed","snVbd","V",29,0.3,"snub","snVb","ed","","Y",NA,"regular",TRUE,NA
5,0,"snuffed","snVft","V",37,0.3,"snuff","snVf","ed","","Y",NA,"regular",TRUE,NA
1,0,"snuffled","snVfPd","V",14,0,"snuffle","snVfP","ed","","Y",NA,"regular",FALSE,NA
4,0,"snuggled","snVgPd","V",38,0.3,"snuggle","snVgP","ed","","Y",NA,"regular",FALSE,NA
24,0,"soaked","s5kt","V",306,1.23,"soak","s5k","ed","","Y",NA,"regular",TRUE,NA
1,0,"soaped","s5pt","V",18,0,"soap","s5p","ed","","Y",NA,"regular",TRUE,NA
11,0,"soared","s$d","V",180,1,"soar","s$R","ed","","Y",NA,"regular",TRUE,NA
10,0,"sobbed","sQbd","V",194,1.04,"sob","sQb","ed","","Y",NA,"regular",TRUE,NA
2,0,"sobered","s5b@d","V",44,0.3,"sober","s5b@R","ed","","Y",NA,"regular",FALSE,NA
6,0,"socialized","s5S@l2zd","V",60,0.48,"socialize","s5S@l2z","ed","","Y",NA,"regular",FALSE,NA
1,0,"socked","sQkt","V",13,0,"sock","sQk","ed","","Y",NA,"regular",TRUE,NA
